Metadata.Timestamp,Metadata.Length,Metadata.CapLen,Ethernet.SrcMAC,Ethernet.DstMAC,Ethernet.EthernetType,Ethernet.Length,IPv4.IHL,IPv4.Protocol,IPv4.SrcIP,IPv4.DstIP,UDP.SrcPort,UDP.DstPort,UDP.Length,TCP.SrcPort,TCP.DstPort,TCP.Seq,TCP.Ack,TCP.DataOffset,TCP.FIN,TCP.SYN,TCP.RST,TCP.PSH,TCP.ACK,TCP.URG,Payload.Length,Payload.filter,Payload.tbd
1579296561145457,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:cd:2c:5e:9d:af:47:,
1579296561145472,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:ce:2c:5e:9d:af:47:,
1579296561145499,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:cf:2c:5e:9d:af:47:,
1579296561145524,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:d0:2c:5e:9d:af:47:,
1579296561145760,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:d1:2c:5e:9d:af:47:,
1579296561145789,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:d2:2c:5e:9d:af:47:,
1579296561145815,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:d3:2c:5e:9d:af:47:,
1579296561149317,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:d4:2c:5e:9d:af:47:,
1579296561149345,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:d5:2c:5e:9d:af:47:,
1579296561149373,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:d6:2c:5e:9d:af:47:,
1579296561149410,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:d7:2c:5e:9d:af:47:,
1579296561149439,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:d8:2c:5e:9d:af:47:,
1579296561149453,906,906,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,872,,,,,,,,,,,,864,80:e1:75:d9:2c:5e:9d:af:47:,
1579296561173677,145,145,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,111,,,,,,,,,,,,103,80:e1:75:da:2c:5e:a9:49:47:,
1579296561177636,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:20:67:a2:f1:d4:24:,
1579296561237681,246,246,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,212,,,,,,,,,,,,204,80:e1:75:db:2c:5e:c0:d7:47:,
1579296561265102,269,269,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,235,,,,,,,,,,,,227,80:e1:75:dc:2c:5e:cc:71:47:,
1579296561277114,760,760,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,726,,,,,,,,,,,,718,80:e1:75:dd:2c:5e:e3:ff:47:,
1579296561285970,539,539,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,505,,,,,,,,,,,,497,80:e1:75:de:2c:5e:ef:99:47:,
1579296561341746,1008,1008,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,974,,,,,,,,,,,,966,80:e1:75:df:2c:5f:06:cd:47:,
1579296561341804,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:21:67:a2:f4:f4:24:,
1579296561342242,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:22:67:a2:f8:14:24:,
1579296561377049,587,587,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,553,,,,,,,,,,,,545,80:e1:75:e0:2c:5f:12:c1:47:,
1579296561433962,909,909,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,875,,,,,,,,,,,,867,80:e1:75:e1:2c:5f:29:f5:47:,
1579296561471691,524,524,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,490,,,,,,,,,,,,482,80:e1:75:e2:2c:5f:35:e9:47:,
1579296561536941,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:23:67:a2:fb:34:24:,
1579296561546443,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:24:67:a2:fe:54:24:,
1579296561560118,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:25:67:a3:01:74:24:,
1579296561567875,910,910,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,876,,,,,,,,,,,,868,80:e1:75:e3:2c:5f:4d:1d:47:,
1579296561593832,556,556,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,522,,,,,,,,,,,,514,80:e1:75:e4:2c:5f:59:11:47:,
1579296561648787,818,818,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,784,,,,,,,,,,,,776,80:e1:75:e5:2c:5f:70:45:47:,
1579296561669972,541,541,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,507,,,,,,,,,,,,499,80:e1:75:e6:2c:5f:7b:df:47:,
1579296561714789,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:42:,
1579296561740174,837,837,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,803,,,,,,,,,,,,795,80:e1:75:e7:2c:5f:93:6d:47:,
1579296561801099,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:26:67:a3:04:94:24:,
1579296561802473,499,499,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,465,,,,,,,,,,,,457,80:e1:75:e8:2c:5f:9f:07:47:,
1579296561802508,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:27:67:a3:07:b4:24:,
1579296561851671,773,773,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,739,,,,,,,,,,,,731,80:e1:75:e9:2c:5f:b6:95:47:,
1579296561871613,473,473,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,439,,,,,,,,,,,,431,80:e1:75:ea:2c:5f:c2:2f:47:,
1579296561946526,734,734,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,700,,,,,,,,,,,,692,80:e1:75:eb:2c:5f:d9:bd:47:,
1579296561961152,520,520,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,486,,,,,,,,,,,,478,80:e1:75:ec:2c:5f:e5:57:47:,
1579296562038550,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:28:67:a3:0a:d4:24:,
1579296562054812,545,545,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,511,,,,,,,,,,,,503,80:e1:75:ed:2c:5f:fc:e5:47:,
1579296562054843,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:29:67:a3:0d:f4:24:,
1579296562078580,258,258,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,224,,,,,,,,,,,,216,80:e1:75:ee:2c:60:08:7f:47:,
1579296562078940,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:2a:67:a3:11:14:24:,
1579296562143532,204,204,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,170,,,,,,,,,,,,162,80:e1:75:ef:2c:60:20:0d:47:,
1579296562173407,178,178,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,144,,,,,,,,,,,,136,80:e1:75:f0:2c:60:2b:a7:47:,
1579296562245178,259,259,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,225,,,,,,,,,,,,217,80:e1:75:f1:2c:60:43:35:47:,
1579296562264739,205,205,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,171,,,,,,,,,,,,163,80:e1:75:f2:2c:60:4e:cf:47:,
1579296562293978,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:2b:67:a3:14:34:24:,
1579296562310754,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:2c:67:a3:17:54:24:,
1579296562336478,319,319,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,285,,,,,,,,,,,,277,80:e1:75:f3:2c:60:66:03:47:,
1579296562378834,277,277,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,243,,,,,,,,,,,,235,80:e1:75:f4:2c:60:71:f7:47:,
1579296562446905,526,526,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,492,,,,,,,,,,,,484,80:e1:75:f5:2c:60:89:2b:47:,
1579296562471845,425,425,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,391,,,,,,,,,,,,383,80:e1:75:f6:2c:60:95:1f:47:,
1579296562557185,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:2d:67:a3:1a:74:24:,
1579296562564880,65,65,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,31,,,,,,,,,,,,23,80:61:75:f7:2c:60:ac:53:47:,
1579296562564909,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,25,,,,,,,,,,,,17,80:61:75:f8:2c:60:ac:53:47:,
1579296562567678,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:f9:2c:60:ac:53:47:,
1579296562567707,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:fa:2c:60:ac:53:47:,
1579296562567733,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:fb:2c:60:ac:53:47:,
1579296562567759,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:fc:2c:60:ac:53:47:,
1579296562567787,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:fd:2c:60:ac:53:47:,
1579296562568094,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:fe:2c:60:ac:53:47:,
1579296562568122,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:75:ff:2c:60:ac:53:47:,
1579296562568149,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:76:00:2c:60:ac:53:47:,
1579296562568174,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:76:01:2c:60:ac:53:47:,
1579296562579193,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:76:02:2c:60:ac:53:47:,
1579296562579227,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:76:03:2c:60:ac:53:47:,
1579296562588429,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:76:04:2c:60:ac:53:47:,
1579296562588458,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:76:05:2c:60:ac:53:47:,
1579296562588486,1414,1414,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1380,,,,,,,,,,,,1372,80:e1:76:06:2c:60:ac:53:47:,
1579296562588516,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:2e:67:a3:1d:94:24:,
1579296562588530,436,436,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,402,,,,,,,,,,,,394,80:e1:76:07:2c:60:b8:47:47:,
1579296562588557,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:2f:67:a3:20:b4:24:,
1579296562635599,394,394,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,360,,,,,,,,,,,,352,80:e1:76:08:2c:60:cf:7b:47:,
1579296562673045,483,483,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,449,,,,,,,,,,,,441,80:e1:76:09:2c:60:db:15:47:,
1579296562673075,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:52:,
1579296562719753,110,110,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49256,38993,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:52:,
1579296562729736,98,98,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,49256,38993,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:57:,
1579296562739056,499,499,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,465,,,,,,,,,,,,457,80:e1:76:0a:2c:60:f2:a3:47:,
1579296562753952,110,110,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,76,,,,,,,,,,,,68,01:01:00:30:21:12:a4:42:57:,
1579296562770044,505,505,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,471,,,,,,,,,,,,463,80:e1:76:0b:2c:60:fe:3d:47:,
1579296562809065,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:30:67:a3:23:d4:24:,
1579296562826331,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:31:67:a3:26:f4:24:,
1579296562832987,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:32:67:a3:2a:14:24:,
1579296562841135,639,639,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,605,,,,,,,,,,,,597,80:e1:76:0c:2c:61:15:cb:47:,
1579296562863345,686,686,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,652,,,,,,,,,,,,644,80:e1:76:0d:2c:61:21:65:47:,
1579296562940753,659,659,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,625,,,,,,,,,,,,617,80:e1:76:0e:2c:61:38:f3:47:,
1579296562980229,637,637,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,603,,,,,,,,,,,,595,80:e1:76:0f:2c:61:44:8d:47:,
1579296563033361,704,704,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,670,,,,,,,,,,,,662,80:e1:76:10:2c:61:5c:1b:47:,
1579296563063323,571,571,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,537,,,,,,,,,,,,529,80:e1:76:11:2c:61:67:b5:47:,
1579296563063359,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:33:67:a3:2d:34:24:,
1579296563070581,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:34:67:a3:30:54:24:,
1579296563154359,767,767,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,733,,,,,,,,,,,,725,80:e1:76:12:2c:61:7f:43:47:,
1579296563168693,816,816,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,782,,,,,,,,,,,,774,80:e1:76:13:2c:61:8a:dd:47:,
1579296563270294,769,769,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,735,,,,,,,,,,,,727,80:e1:76:14:2c:61:a2:6b:47:,
1579296563278468,728,728,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,694,,,,,,,,,,,,686,80:e1:76:15:2c:61:ae:05:47:,
1579296563320973,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:35:67:a3:33:74:24:,
1579296563338563,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:76:16:2c:61:c5:39:47:,
1579296563342109,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:36:67:a3:36:94:24:,
1579296563342138,983,983,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,949,,,,,,,,,,,,941,80:e1:76:17:2c:61:c5:39:47:,
1579296563344756,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:37:67:a3:39:b4:24:,
1579296563370731,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:76:18:2c:61:d1:2d:47:,
1579296563371077,1255,1255,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1221,,,,,,,,,,,,1213,80:e1:76:19:2c:61:d1:2d:47:,
1579296563442285,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:76:1a:2c:61:e8:61:47:,
1579296563442314,1016,1016,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,982,,,,,,,,,,,,974,80:e1:76:1b:2c:61:e8:61:47:,
1579296563464721,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:76:1c:2c:61:f4:55:47:,
1579296563468951,1035,1035,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1001,,,,,,,,,,,,993,80:e1:76:1d:2c:61:f4:55:47:,
1579296563555916,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:76:1e:2c:62:0b:89:47:,
1579296563556362,876,876,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,842,,,,,,,,,,,,834,80:e1:76:1f:2c:62:0b:89:47:,
1579296563578636,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:38:67:a3:3c:d4:24:,
1579296563595788,1330,1330,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1296,,,,,,,,,,,,1288,80:e1:76:20:2c:62:17:7d:47:,
1579296563596893,854,854,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,820,,,,,,,,,,,,812,80:80:8a:39:67:a3:3f:f4:24:,
1579296563637916,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,38993,36831,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:6b:,
1579296563649394,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:76:21:2c:62:2f:0b:47:,
1579296563649426,427,427,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,393,,,,,,,,,,,,385,80:e1:76:22:2c:62:2f:0b:47:,
1579296563669160,1456,1456,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1422,,,,,,,,,,,,1414,80:61:76:23:2c:62:3a:a5:47:,
1579296563677692,556,556,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,522,,,,,,,,,,,,514,80:e1:76:24:2c:62:3a:a5:47:,
1579296563747893,1137,1137,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,38993,49256,1103,,,,,,,,,,,,1095,80:e1:76:25:2c:62:52:33:47:,
